Price,Close,High,Low,Open,Volume
Ticker,WOOD,WOOD,WOOD,WOOD,WOOD
Datetime,,,,,
2025-04-14 13:30:00+00:00,71.12000274658203,71.20999908447266,71.01000213623047,71.20999908447266,0
2025-04-15 13:30:00+00:00,71.05999755859375,71.12640380859375,71.05999755859375,71.12640380859375,536
2025-04-15 14:30:00+00:00,71.28369903564453,71.28369903564453,70.92150115966797,70.92150115966797,754
2025-04-15 18:30:00+00:00,70.6500015258789,70.6500015258789,70.6500015258789,70.6500015258789,399
2025-04-16 13:30:00+00:00,70.53500366210938,70.70590209960938,70.44999694824219,70.54000091552734,971
2025-04-16 14:30:00+00:00,71.03450012207031,71.03450012207031,71.03450012207031,71.03450012207031,446
2025-04-16 17:30:00+00:00,70.08090209960938,70.08090209960938,70.08090209960938,70.08090209960938,419
2025-04-16 18:30:00+00:00,70.2249984741211,70.2249984741211,70.2249984741211,70.2249984741211,182
2025-04-17 15:30:00+00:00,71.39929962158203,71.39929962158203,71.39929962158203,71.39929962158203,609
2025-04-17 16:30:00+00:00,71.68000030517578,71.68000030517578,71.18000030517578,71.18000030517578,1196
2025-04-17 19:30:00+00:00,71.17009735107422,71.3948974609375,71.17009735107422,71.3948974609375,236
2025-04-21 13:30:00+00:00,70.91000366210938,71.08499908447266,70.91000366210938,71.08499908447266,1849
2025-04-21 15:30:00+00:00,70.76499938964844,70.76499938964844,70.51000213623047,70.51000213623047,1058
2025-04-21 16:30:00+00:00,70.55030059814453,70.55030059814453,70.55030059814453,70.55030059814453,221
2025-04-21 17:30:00+00:00,70.21430206298828,70.21430206298828,70.21430206298828,70.21430206298828,368
2025-04-22 13:30:00+00:00,71.84839630126953,72.20999908447266,71.78040313720703,71.94999694824219,1722
2025-04-22 14:30:00+00:00,72.375,72.375,71.72000122070312,71.72000122070312,1503
2025-04-22 15:30:00+00:00,72.76000213623047,72.76000213623047,72.76000213623047,72.76000213623047,146
2025-04-22 16:30:00+00:00,72.73999786376953,72.73999786376953,72.73999786376953,72.73999786376953,5604
2025-04-22 17:30:00+00:00,72.19999694824219,72.19999694824219,72.19999694824219,72.19999694824219,213
2025-04-23 13:30:00+00:00,73.30000305175781,73.30000305175781,73.11000061035156,73.11000061035156,1241
2025-04-23 17:30:00+00:00,72.32499694824219,72.32499694824219,72.32499694824219,72.32499694824219,603
2025-04-24 13:30:00+00:00,72.54000091552734,72.54000091552734,72.38999938964844,72.4000015258789,569
2025-04-24 14:30:00+00:00,72.5999984741211,72.5999984741211,72.54000091552734,72.54000091552734,773
