Price,Close,High,Low,Open,Volume
Ticker,2689.HK,2689.HK,2689.HK,2689.HK,2689.HK
Date,,,,,
2023-01-03,7.360000133514404,7.460000038146973,6.920000076293945,7.090000152587891,8517486
2023-01-04,7.679999828338623,7.769999980926514,7.269999980926514,7.360000133514404,12231000
2023-01-05,7.690000057220459,7.829999923706055,7.579999923706055,7.800000190734863,11719210
2023-01-06,7.710000038146973,7.889999866485596,7.519999980926514,7.710000038146973,15388570
2023-01-09,7.760000228881836,7.869999885559082,7.610000133514404,7.800000190734863,14300923
2023-01-10,7.739999771118164,7.789999961853027,7.5,7.699999809265137,13370500
2023-01-11,7.480000019073486,7.860000133514404,7.449999809265137,7.800000190734863,25262554
2023-01-12,7.510000228881836,7.710000038146973,7.349999904632568,7.480000019073486,23568810
2023-01-13,7.480000019073486,7.710000038146973,7.289999961853027,7.590000152587891,24190923
2023-01-16,7.690000057220459,7.789999961853027,7.449999809265137,7.519999980926514,21743695
2023-01-17,7.460000038146973,7.840000152587891,7.329999923706055,7.699999809265137,22021603
2023-01-18,7.25,7.650000095367432,7.119999885559082,7.489999771118164,31890332
2023-01-19,7.300000190734863,7.320000171661377,7.119999885559082,7.239999771118164,6365375
2023-01-20,7.309999942779541,7.480000019073486,7.179999828338623,7.389999866485596,7595652
2023-01-26,7.320000171661377,7.449999809265137,7.289999961853027,7.380000114440918,6014752
2023-01-27,7.46999979019165,7.53000020980835,7.21999979019165,7.320000171661377,7227124
2023-01-30,7.010000228881836,7.699999809265137,6.989999771118164,7.480000019073486,26225652
2023-01-31,7.019999980926514,7.090000152587891,6.809999942779541,7.070000171661377,14979877
2023-02-01,7.139999866485596,7.199999809265137,6.929999828338623,7.099999904632568,18387984
2023-02-02,7.199999809265137,7.269999980926514,7.079999923706055,7.150000095367432,12179000
2023-02-03,6.869999885559082,7.329999923706055,6.829999923706055,7.25,25790198
2023-02-06,6.559999942779541,6.769999980926514,6.28000020980835,6.769999980926514,22068724
2023-02-07,6.550000190734863,6.650000095367432,6.409999847412109,6.539999961853027,17694615
2023-02-08,6.610000133514404,6.699999809265137,6.400000095367432,6.599999904632568,26963669
2023-02-09,6.920000076293945,7.019999980926514,6.559999942779541,6.590000152587891,15159848
2023-02-10,6.880000114440918,6.949999809265137,6.769999980926514,6.860000133514404,5038068
2023-02-13,6.949999809265137,7.050000190734863,6.789999961853027,6.96999979019165,9008578
2023-02-14,7.019999980926514,7.139999866485596,6.869999885559082,6.900000095367432,7300536
2023-02-15,6.800000190734863,7.019999980926514,6.710000038146973,6.949999809265137,13765108
2023-02-16,6.650000095367432,6.760000228881836,6.539999961853027,6.71999979019165,9844038
2023-02-17,6.639999866485596,6.730000019073486,6.570000171661377,6.650000095367432,6403800
2023-02-20,6.699999809265137,6.75,6.579999923706055,6.639999866485596,6319101
2023-02-21,6.75,6.829999923706055,6.599999904632568,6.599999904632568,4090600
